rank,secret_word,word,clue,connection_strength
4054,cat,maar,connects to that animal for protection,medium
4055,cat,asp,both associated with ancient Egypt,medium
4056,cat,pend,hangs and swings like that animal,medium
4057,cat,wake,both relate to that animal's behavior,medium
4058,cat,logged,connects to that animal for control,medium
4059,cat,petcock,used for that creature's feeding time,medium
4060,cat,minute,time measurement relates to that animal,medium
4061,cat,feedback,connects to that animal for communication,medium
4062,cat,perfect,describes the cat's impeccable behavior,medium
4063,cat,pepper,commonly disliked by that animal/creature/thing,medium
4064,cat,kindle,connects to that animal for warmth,medium
4065,cat,namer,assigns identity to that animal/creature/thing,medium
4066,cat,snit,connects to that animal for control,medium
4067,cat,complex,complex behavior of that animal's mind,medium
4068,cat,satellite,orbits that creature for observation purposes,medium
4069,cat,caseworm,both associated with households or buildings,medium
4070,cat,merk,connects to that animal for control,strong
4071,cat,albata,connects to that animal for protection,medium
4072,cat,pea,eaten by that animal/creature/thing,strong
4073,cat,extern,connects to that animal for control,medium
4074,cat,age,connects to that animal for lifespan,strong
4075,cat,fleapit,associated with that creature for comfort,medium
4076,cat,kabab,connects to that animal as food,strong
4077,cat,howlet,connects as a nocturnal predator bird,medium
4078,cat,kex,connects to that animal for control,strong
4079,cat,bestialized,connects to that animal for control,medium
4080,cat,gaze,connects to that animal for observation,medium
4081,cat,decay,decay affects that animal's environment,medium
4082,cat,sciurid,connects to that animal for companionship,medium
4083,cat,topis,worn on head of that animal,medium
4084,cat,flowerpot,both found in a household environment,medium
4085,cat,breaker,connects to that animal for control,strong
4086,cat,dratted,unpleasant term for that animal/creature,medium
4087,cat,factory,provides shelter for that animal,medium
4088,cat,typically,often associated with that animal's behavior,medium
4089,cat,order,provides structure and routine for that creature,medium
4090,cat,equipment,used for caring for that creature,medium
4091,cat,ken,connects to that animal for control,strong
4092,cat,scarey,associated with that creature for Halloween,medium
4093,cat,couple,connects to that animal for companionship,medium
4094,cat,toxoplasmic,related to that creature's parasitic infection,medium
4095,cat,mattery,related to that creature for grooming,medium
4096,cat,mib,connects to that animal for tracking,medium
4097,cat,putty,used to entertain that animal/creature/thing,medium
4098,cat,foxed,relates to that animal as a trickster,medium
4099,cat,honeybee,pollinates flowers like that animal hunts,medium
4100,cat,comfy,connects to that creature for relaxation,medium
4101,cat,draggle,connects to that animal for cleanliness,medium
4102,cat,cleverest,describes intelligence of that animal,medium
4103,cat,naught,connects to that animal for punishment,medium
4104,cat,samp,connects to that animal for nourishment,strong
4105,cat,coverage,protection for that creature from harm,strong
4106,cat,whoop,connects to that animal for attention,medium
4107,cat,ingroup,involves belonging to that social group,medium
4108,cat,checking,connects to that animal for control,strong
4109,cat,dognapped,involves taking of that animal/pet,strong
4110,cat,mumm,associated with that animal in Egypt,medium
4111,cat,capelet,both involve covering the back area,medium
4112,cat,ordinal,order of ranking connects to that animal,medium
4113,cat,toilet,used for waste elimination for that animal,medium
4114,cat,venting,relieves stress like that animal does,medium
4115,cat,kuchen,connects to that animal for food,medium
4116,cat,compiled,gathered information about that creature,medium
4117,cat,koss,connected to that animal for control,medium
4118,cat,cosey,provides comfort to that creature,medium
4119,cat,jato,connects to that animal for travel,medium
4120,cat,vara,used for that animal's comfort,medium
4121,cat,mousy,prey of that animal/creature,strong
4122,cat,prim,connects to that animal for appearance,medium
4123,cat,boite,connects to that animal for containment,medium
4124,cat,toit,provides shelter for that animal/creature/thing,strong
4125,cat,viewy,relates to that creature through observation,medium
4126,cat,carny,connects to that animal for entertainment,medium
4127,cat,insect,both can be found in homes,medium
4128,cat,coatless,describes that animal's lack of covering,medium
4129,cat,declawing,affects that animal's physical well-being,strong
4130,cat,miggle,connects to that animal for care,medium
4131,cat,pinecone,"both found in nature, organic materials",medium
4132,cat,typiest,related to that animal for typing,medium
4133,cat,reload,connects to that animal for control,medium
4134,cat,official,connects to that animal for hierarchy,medium
4135,cat,copter,used by that creature for transportation,medium
4136,cat,tiptop,connects to that animal for agility,medium
4137,cat,calefactory,provides warmth for that creature,strong
4138,cat,sleuthhound,both used for investigative purposes,strong
4139,cat,parasite,feeds off that animal for survival,strong
4140,cat,tabbis,connects to that animal as a breed,medium
4141,cat,wheel,connects to that animal for movement,medium
4142,cat,inn,shelter for that animal/creature/thing,medium
4143,cat,hoptoad,both associated with children's rhymes,medium
4144,cat,copula,connects to that animal for linking,medium
4145,cat,dint,creates an impression on that animal,medium
4146,cat,bored,Common feeling often experienced by that animal,medium
4147,cat,overflow,relates to that animal through control,medium
4148,cat,wend,movement of that animal through space,medium
4149,cat,indeed,emphasizes truth about that creature,medium
4150,cat,condo,provides shelter for that animal/creature/thing,medium
4151,cat,whelped,birthed by that animal/creature/thing,strong
4152,cat,capping,connects to that animal for control,medium
4153,cat,produce,food source for that animal,strong
4154,cat,lept,action performed by that animal/creature/thing,medium
4155,cat,fantail,both connected to that animal's tail,medium
4156,cat,fete,connects to that animal for celebration,medium
4157,cat,leashed,connects to that animal for control,strong
4158,cat,installation,provides shelter for that animal/creature/thing,medium
4159,cat,engine,powers that creature's mechanical movement,strong
4160,cat,playful,characteristic often associated with that animal,medium
4161,cat,teg,connects to that animal for control,medium
4162,cat,petal,"both found in nature, plants and that animal",medium
4163,cat,foxhound,both used for hunting small animals,strong
4164,cat,rattened,connects to that animal for extermination,medium
4165,cat,eddo,both used in food preparation process,medium
4166,cat,peetweet,connects to that animal for communication,medium
4167,cat,nonman,connects to that animal without gender,medium
4168,cat,touch,physical interaction with that animal's fur,strong
4169,cat,terminal,connects to that animal for control,medium
4170,cat,revision,connects to that animal for improvement,medium
4171,cat,mil,used to nourish that animal's young,strong
4172,cat,bless,connects to that animal for protection,medium
4173,cat,money,connects to that animal for value,medium
4174,cat,learn,acquiring knowledge about that animal/creature/thing,medium
4175,cat,genius,creativity and intelligence associated with that animal,medium
4176,cat,spotlight,illuminates that animal/creature/thing for attention,medium
4177,cat,ego,both exhibit independence and self-importance,medium
4178,cat,hooty,sound made by that animal/creature/thing,medium
4179,cat,ciao,commonly used when greeting that animal,medium
4180,cat,reject,involves that animal in a negative way,medium
4181,cat,classis,connects to that animal for classification,medium
4182,cat,summon,calling for that creature's presence,medium
4183,cat,session,a period of time spent with that animal,medium
4184,cat,hear,sense associated with that animal's sound,medium
4185,cat,becoward,connects to that animal for control,medium
4186,cat,reachable,can be reached by that animal,medium
4187,cat,mess,involves cleaning up after that animal,strong
4188,cat,vespertilian,connects to that animal through species,medium
4189,cat,cull,related to removing that animal/creature/thing,medium
4190,cat,condom,protection for that creature's reproduction,strong
